,,,,,,,,,,,,,,,,,screen1,screen2,age,sex,education,race,income,health,example_arousal_scale,example_valence_scale,04_a_low_arsl,04_a_low_vln,04_a_full_arsl,04_a_full_vln,04_a_med_arsl,04_a_med_vln,04_h_full_arsl,04_h_full_vln,04_h_low_arsl,04_h_low_vln,04_h_med_arsl,04_h_med_vln,04_s_full_arsl,04_s_full_vln,04_s_low_arsl,04_s_low_vln,04_s_med_arsl,04_s_med_vln,116_a_full_arsl,116_a_full_vln,116_a_low_arsl,116_a_low_vln,116_a_med_arsl,116_a_med_vln,116_h_full_arsl,116_h_full_vln,116_h_low_arsl,116_h_low_vln,116_h_med_arsl,116_h_med_vln,116_s_full_arsl,116_s_full_vln,116_s_low_arsl,116_s_low_vln,116_s_med_arsl,116_s_med_vln,133_a_full_arsl,133_a_full_vln,133_a_low_arsl,133_a_low_vln,133_a_med_arsl,133_a_med_vln,133_h_full_arsl,133_h_full_vln,133_h_low_arsl,133_h_low_vln,133_h_med_arsl,133_h_med_vln,133_s_full_arsl,133_s_full_vln,133_s_low_arsl,133_s_low_vln,133_s_med_arsl,133_s_med_vln,49_a_full_arsl,49_a_full_vln,49_a_low_arsl,49_a_low_vln,49_a_med_arsl,49_a_med_vln,49_h_full_arsl,49_h_full_vln,49_h_low_arsl,49_h_low_vln,49_h_med_arsl,49_h_med_vln,49_s_full_arsl,49_s_full_vln,49_s_low_arsl,49_s_low_vln,49_s_med_arsl,49_s_med_vln,69_a_full_arsl,69_a_full_vln,69_a_low_arsl,69_a_low_vln,69_a_med_arsl,69_a_med_vln,69_h_full_arsl,69_h_full_vln,69_h_low_arsl,69_h_low_vln,69_h_med_arsl,69_h_med_vln,69_s_full_arsl,69_s_full_vln,69_s_low_arsl,69_s_low_vln,69_s_med_arsl,69_s_med_vln,113_a_full_arsl,113_a_full_vln,113_a_low_arsl,113_a_low_vln,113_a_med_arsl,113_a_med_vln,113_h_full_arsl,113_h_full_vln,113_h_low_arsl,113_h_low_vln,113_h_med_arsl,113_h_med_vln,113_s_full_arsl,113_s_full_vln,113_s_low_arsl,113_s_low_vln,113_s_med_arsl,113_s_med_vln,,,,,,
8/31/18 14:17,8/31/18 14:26,IP Address,104.33.113.225,100,528,TRUE,8/31/18 14:26,R_sor7Pz3pzzk9aXn,,,,,34.25720215,-118.4194946,anonymous,EN,No,No,30,Male,Bachelor's Degree,Asian,"$40,000-$49,999",Very healthy,3,2 - Moderately Positive,5,5 - Slightly Negative,5,6 - Moderately Negative,5,5 - Slightly Negative,3,3 - Slightly Positive,3,3 - Slightly Positive,3,3 - Slightly Positive,,,,,4,5 - Slightly Negative,4,5 - Slightly Negative,,,7 - Not At All Aroused,7 - Very Negative,,,,,3,3 - Slightly Positive,4,4 - Neutral,5,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,5,5 - Slightly Negative,4,5 - Slightly Negative,,,5,5 - Slightly Negative,2,1 - Very Positive,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,6,6 - Moderately Negative,4,4 - Neutral,4,5 - Slightly Negative,2,2 - Moderately Positive,3,2 - Moderately Positive,4,3 - Slightly Positive,,,3,3 - Slightly Positive,5,5 - Slightly Negative,5,4 - Neutral,,,,,,,4,5 - Slightly Negative,2,2 - Moderately Positive,5,5 - Slightly Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,4,5 - Slightly Negative,6,7 - Very Negative,4,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,4,3 - Slightly Positive,5,5 - Slightly Negative,4,6 - Moderately Negative,4,5 - Slightly Negative,6,6 - Moderately Negative,Qual1827-0726Age,5b89a25a-4079-45db-adb4-f5f6ed603ff5,2904619,,1,
8/31/18 14:06,8/31/18 14:26,IP Address,67.53.70.26,100,1209,TRUE,8/31/18 14:26,R_pcKA1zkijsMz4hb,,,,,31.15029907,-85.41139984,anonymous,EN,No,No,40,Male,Master's Degree,White/Caucasian,"$100,000-$109,999",4,3,1 - Very Positive,,,4,2 - Moderately Positive,6,6 - Moderately Negative,3,2 - Moderately Positive,,,2,3 - Slightly Positive,4,2 - Moderately Positive,4,3 - Slightly Positive,6,6 - Moderately Negative,,,5,5 - Slightly Negative,5,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,2,2 - Moderately Positive,1 - Very Aroused,1 - Very Positive,6,5 - Slightly Negative,4,5 - Slightly Negative,5,6 - Moderately Negative,,,6,4 - Neutral,,,2,2 - Moderately Positive,1 - Very Aroused,3 - Slightly Positive,2,2 - Moderately Positive,6,5 - Slightly Negative,4,4 - Neutral,3,4 - Neutral,5,5 - Slightly Negative,5,5 - Slightly Negative,5,4 - Neutral,3,3 - Slightly Positive,2,3 - Slightly Positive,3,3 - Slightly Positive,5,6 - Moderately Negative,6,6 - Moderately Negative,6,5 - Slightly Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,,,,,2,2 - Moderately Positive,2,3 - Slightly Positive,,,,,6,5 - Slightly Negative,6,6 - Moderately Negative,6,6 - Moderately Negative,6,5 - Slightly Negative,2,2 - Moderately Positive,1 - Very Aroused,3 - Slightly Positive,2,3 - Slightly Positive,5,5 - Slightly Negative,,,5,6 - Moderately Negative,Qual1827-0726Age,5b899fb4-33e8-456d-b63c-8f2525764195,2904619,,1,
8/31/18 14:16,8/31/18 14:26,IP Address,73.107.27.95,100,610,TRUE,8/31/18 14:26,R_3lSOnuOuJsmkZkc,,,,,26.57449341,-81.94380188,anonymous,EN,No,No,47,Male,Master's Degree,Other,"less than $10,000",Very healthy,7 - Not At All Aroused,5 - Slightly Negative,,,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,,,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,6,6 - Moderately Negative,,,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,3,6 - Moderately Negative,5,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,Qual1827-0726Age,5b89a210-d0fc-4925-861b-cfd23509f79c,2904619,,1,
8/31/18 14:05,8/31/18 14:26,IP Address,73.114.168.236,100,1296,TRUE,8/31/18 14:26,R_1f6ZRrCDpty5z6U,,,,,42.78289795,-71.47309875,anonymous,EN,No,No,29,Female,Some College,Asian,"$50,000-$59,000",Very healthy,2,1 - Very Positive,3,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,,,2,2 - Moderately Positive,1 - Very Aroused,1 - Very Positive,2,2 - Moderately Positive,1 - Very Aroused,3 - Slightly Positive,3,4 - Neutral,,,2,2 - Moderately Positive,,,2,2 - Moderately Positive,2,3 - Slightly Positive,1 - Very Aroused,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,2 - Moderately Positive,,,1 - Very Aroused,2 - Moderately Positive,2,2 - Moderately Positive,2,3 - Slightly Positive,1 - Very Aroused,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,1 - Very Aroused,4 - Neutral,3,4 - Neutral,,,2,3 - Slightly Positive,2,3 - Slightly Positive,,,2,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,3 - Slightly Positive,2,2 - Moderately Positive,2,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,3 - Slightly Positive,2,2 - Moderately Positive,,,1 - Very Aroused,2 - Moderately Positive,2,2 - Moderately Positive,,,2,3 - Slightly Positive,2,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,,,2,3 - Slightly Positive,2,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,2,3 - Slightly Positive,2,2 - Moderately Positive,3,2 - Moderately Positive,Qual1827-0726Age,5b899f6c-ca3c-4291-9c94-41602e4be2e5,2904619,,1,
8/31/18 14:12,8/31/18 14:27,IP Address,24.218.20.215,100,903,TRUE,8/31/18 14:27,R_25GEwgcndwTs0cE,,,,,42.73049927,-71.4957962,anonymous,EN,No,No,30,Male,Bachelor's Degree,White/Caucasian,"$140,000-$149,999",4,4,2 - Moderately Positive,3,3 - Slightly Positive,4,5 - Slightly Negative,4,5 - Slightly Negative,4,3 - Slightly Positive,3,2 - Moderately Positive,4,4 - Neutral,2,6 - Moderately Negative,4,6 - Moderately Negative,,,4,6 - Moderately Negative,3,5 - Slightly Negative,4,5 - Slightly Negative,,,5,3 - Slightly Positive,,,3,5 - Slightly Negative,,,3,5 - Slightly Negative,,,,,,,4,3 - Slightly Positive,4,2 - Moderately Positive,3,2 - Moderately Positive,4,4 - Neutral,5,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,3,3 - Slightly Positive,2,2 - Moderately Positive,3,2 - Moderately Positive,4,5 - Slightly Negative,3,4 - Neutral,3,5 - Slightly Negative,4,5 - Slightly Negative,3,6 - Moderately Negative,4,4 - Neutral,4,6 - Moderately Negative,3,2 - Moderately Positive,4,5 - Slightly Negative,,,4,4 - Neutral,4,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,3,6 - Moderately Negative,3,6 - Moderately Negative,4,3 - Slightly Positive,5,2 - Moderately Positive,4,5 - Slightly Negative,3,3 - Slightly Positive,,,,,Qual1827-0726Age,5b89a10a-874b-4157-88dd-9db70de079db,2904619,,1,
8/31/18 14:19,8/31/18 14:27,IP Address,24.159.122.150,100,472,TRUE,8/31/18 14:27,R_OIQfXxjf0vIoxpL,,,,,34.00909424,-84.00879669,anonymous,EN,No,No,36,Female,Bachelor's Degree,White/Caucasian,"$20,000-$29,999",4,1 - Very Aroused,1 - Very Positive,4,4 - Neutral,2,4 - Neutral,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,4,4 - Neutral,,,,,1 - Very Aroused,4 - Neutral,,,1 - Very Aroused,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,2,4 - Neutral,4,4 - Neutral,3,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,4,4 - Neutral,3,4 - Neutral,3,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,,,,,,,3,4 - Neutral,1 - Very Aroused,4 - Neutral,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,4,4 - Neutral,4,4 - Neutral,1 - Very Aroused,3 - Slightly Positive,,,,,3,4 - Neutral,7 - Not At All Aroused,1 - Very Positive,1 - Very Aroused,4 - Neutral,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,4 - Neutral,4,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,Qual1827-0726Age,5b89a2e2-4297-4090-aebf-3efee680b574,2904619,,1,
8/31/18 14:21,8/31/18 14:28,IP Address,97.127.17.76,100,419,TRUE,8/31/18 14:28,R_3MT2Z2gLvYkqSkJ,,,,,45.01589966,-93.47190094,anonymous,EN,No,No,23,Female,Bachelor's Degree,White/Caucasian,"$10,000-$19,999",4,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,,,4,6 - Moderately Negative,,,4,2 - Moderately Positive,4,4 - Neutral,3,3 - Slightly Positive,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,5 - Slightly Negative,,,4,4 - Neutral,4,4 - Neutral,,,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,3 - Slightly Positive,4,6 - Moderately Negative,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,,,4,4 - Neutral,4,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,2 - Moderately Positive,4,4 - Neutral,Qual1827-0726Age,5b89a329-6aa2-44b5-8f51-bad80556acb0,2904619,,1,
8/31/18 14:07,8/31/18 14:28,IP Address,73.50.124.10,100,1218,TRUE,8/31/18 14:28,R_b9HWPIVuPYoOR1v,,,,,41.99899292,-87.8219986,anonymous,EN,No,No,42,Male,Bachelor's Degree,White/Caucasian,"$100,000-$109,999",Very healthy,6,4 - Neutral,,,5,5 - Slightly Negative,4,4 - Neutral,2,1 - Very Positive,3,3 - Slightly Positive,2,2 - Moderately Positive,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,5 - Slightly Negative,6,7 - Very Negative,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,6 - Moderately Negative,1 - Very Aroused,2 - Moderately Positive,2,3 - Slightly Positive,3,3 - Slightly Positive,5,5 - Slightly Negative,5,4 - Neutral,,,4,3 - Slightly Positive,5,4 - Neutral,4,5 - Slightly Negative,2,3 - Slightly Positive,,,3,2 - Moderately Positive,7 - Not At All Aroused,6 - Moderately Negative,5,4 - Neutral,,,5,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,6,6 - Moderately Negative,2,2 - Moderately Positive,,,1 - Very Aroused,2 - Moderately Positive,4,6 - Moderately Negative,4,3 - Slightly Positive,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,6 - Moderately Negative,1 - Very Aroused,2 - Moderately Positive,4,5 - Slightly Negative,1 - Very Aroused,2 - Moderately Positive,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,,,5,5 - Slightly Negative,2,1 - Very Positive,3,3 - Slightly Positive,1 - Very Aroused,2 - Moderately Positive,,,4,4 - Neutral,4,2 - Moderately Positive,Qual1827-0726Age,5b89a00a-22e2-49b9-b169-ee7c05265c24,2904619,,1,
8/31/18 14:15,8/31/18 14:28,IP Address,174.101.189.45,100,802,TRUE,8/31/18 14:28,R_cMDoluS4dZtF5K1,,,,,39.88479614,-84.33209991,anonymous,EN,No,No,24,Female,Some College,Black/African American,"$30,000-$39,000",Very healthy,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,3,5 - Slightly Negative,3,4 - Neutral,3,5 - Slightly Negative,3,5 - Slightly Negative,4,4 - Neutral,,,5,3 - Slightly Positive,5,2 - Moderately Positive,4,2 - Moderately Positive,,,3,3 - Slightly Positive,,,4,3 - Slightly Positive,3,3 - Slightly Positive,,,3,5 - Slightly Negative,5,4 - Neutral,4,4 - Neutral,3,5 - Slightly Negative,4,4 - Neutral,3,4 - Neutral,,,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,,,,,4,3 - Slightly Positive,5,4 - Neutral,4,4 - Neutral,3,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,3,3 - Slightly Positive,3,5 - Slightly Negative,3,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,3,5 - Slightly Negative,,,2,4 - Neutral,3,4 - Neutral,,,7 - Not At All Aroused,7 - Very Negative,,,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,3,5 - Slightly Negative,3,4 - Neutral,2,3 - Slightly Positive,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,4,5 - Slightly Negative,3,5 - Slightly Negative,Qual1827-0726Age,5b89a1ca-193d-4e03-ba7a-060297b35298,2904619,,1,
8/31/18 14:17,8/31/18 14:28,IP Address,73.247.158.23,100,680,TRUE,8/31/18 14:28,R_2dipp6DnQeRJ8M9,,,,,41.97590637,-87.70159912,anonymous,EN,No,No,23,Male,Middle School,Hispanic/Latino,"less than $10,000",4,4,3 - Slightly Positive,4,4 - Neutral,,,4,5 - Slightly Negative,2,2 - Moderately Positive,4,4 - Neutral,5,4 - Neutral,6,4 - Neutral,5,7 - Very Negative,5,6 - Moderately Negative,7 - Not At All Aroused,5 - Slightly Negative,5,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,6,5 - Slightly Negative,,,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,5,4 - Neutral,,,5,6 - Moderately Negative,4,5 - Slightly Negative,4,3 - Slightly Positive,4,5 - Slightly Negative,3,2 - Moderately Positive,,,3,3 - Slightly Positive,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,3,6 - Moderately Negative,,,3,2 - Moderately Positive,3,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,2 - Moderately Positive,5,5 - Slightly Negative,4,3 - Slightly Positive,5,5 - Slightly Negative,3,3 - Slightly Positive,5,3 - Slightly Positive,3,2 - Moderately Positive,4,3 - Slightly Positive,4,4 - Neutral,4,5 - Slightly Negative,Qual1827-0726Age,5b89a245-3d6a-43f6-a3c8-f993021f5a7d,2904619,,1,
8/31/18 14:22,8/31/18 14:29,IP Address,68.207.29.61,100,394,TRUE,8/31/18 14:29,R_V2TXQ8Dr3OyYeJ3,,,,,28.86830139,-99.10739899,anonymous,EN,No,No,28,Female,High School Diploma,Asian,"less than $10,000",Very healthy,4,3 - Slightly Positive,3,5 - Slightly Negative,2,3 - Slightly Positive,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,4,3 - Slightly Positive,,,1 - Very Aroused,7 - Very Negative,2,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,7 - Very Negative,2,3 - Slightly Positive,,,2,5 - Slightly Negative,3,2 - Moderately Positive,,,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,,,3,3 - Slightly Positive,6,3 - Slightly Positive,5,5 - Slightly Negative,,,,,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,5,3 - Slightly Positive,3,5 - Slightly Negative,3,3 - Slightly Positive,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,2,5 - Slightly Negative,2,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,,,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,,,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,7 - Very Negative,3,4 - Neutral,2,5 - Slightly Negative,1 - Very Aroused,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,,,6,3 - Slightly Positive,1 - Very Aroused,7 - Very Negative,3,5 - Slightly Negative,1 - Very Aroused,6 - Moderately Negative,Qual1827-0726Age,5b89a37e-e662-47ed-a39f-f5eca71775c1,2904619,,1,
8/31/18 14:19,8/31/18 14:29,IP Address,75.137.154.177,100,598,TRUE,8/31/18 14:29,R_ZmcCzAKu2mAhxyF,,,,,32.86849976,-84.32460022,anonymous,EN,No,No,54,Female,High School Diploma,White/Caucasian,"$10,000-$19,999",2,5,4 - Neutral,5,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,3,2 - Moderately Positive,,,5,3 - Slightly Positive,4,6 - Moderately Negative,,,4,6 - Moderately Negative,3,6 - Moderately Negative,5,5 - Slightly Negative,3,6 - Moderately Negative,4,2 - Moderately Positive,4,3 - Slightly Positive,,,3,6 - Moderately Negative,,,4,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,3,3 - Slightly Positive,6,3 - Slightly Positive,4,2 - Moderately Positive,4,5 - Slightly Negative,5,5 - Slightly Negative,,,4,5 - Slightly Negative,,,5,5 - Slightly Negative,3,2 - Moderately Positive,,,3,2 - Moderately Positive,4,5 - Slightly Negative,5,5 - Slightly Negative,4,5 - Slightly Negative,4,6 - Moderately Negative,,,4,6 - Moderately Negative,4,2 - Moderately Positive,4,3 - Slightly Positive,4,2 - Moderately Positive,3,6 - Moderately Negative,4,5 - Slightly Negative,3,6 - Moderately Negative,,,5,5 - Slightly Negative,4,5 - Slightly Negative,,,5,3 - Slightly Positive,4,3 - Slightly Positive,4,6 - Moderately Negative,5,5 - Slightly Negative,4,5 - Slightly Negative,Qual1827-0726Age,5b89a2b9-4333-4ebd-a0b7-0bda810c2687,2904619,,1,
8/31/18 14:20,8/31/18 14:29,IP Address,71.229.216.112,100,535,TRUE,8/31/18 14:29,R_2xPjRywJEH5fOQg,,,,,38.34620667,-104.7763977,anonymous,EN,No,No,65,Male,Some College,White/Caucasian,"$10,000-$19,999",3,4,2 - Moderately Positive,3,6 - Moderately Negative,3,5 - Slightly Negative,2,7 - Very Negative,3,1 - Very Positive,,,3,2 - Moderately Positive,1 - Very Aroused,7 - Very Negative,2,7 - Very Negative,3,6 - Moderately Negative,,,2,7 - Very Negative,1 - Very Aroused,7 - Very Negative,2,1 - Very Positive,3,2 - Moderately Positive,3,2 - Moderately Positive,3,6 - Moderately Negative,3,5 - Slightly Negative,3,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,2,7 - Very Negative,2,7 - Very Negative,2,1 - Very Positive,3,3 - Slightly Positive,3,2 - Moderately Positive,3,5 - Slightly Negative,3,5 - Slightly Negative,,,,,,,,,2,2 - Moderately Positive,,,3,2 - Moderately Positive,3,6 - Moderately Negative,3,5 - Slightly Negative,3,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,2,7 - Very Negative,,,2,1 - Very Positive,3,2 - Moderately Positive,,,3,6 - Moderately Negative,2,7 - Very Negative,3,6 - Moderately Negative,1 - Very Aroused,7 - Very Negative,3,6 - Moderately Negative,2,6 - Moderately Negative,2,1 - Very Positive,3,2 - Moderately Positive,2,1 - Very Positive,2,7 - Very Negative,3,5 - Slightly Negative,,,Qual1827-0726Age,5b89a30c-0f0a-4438-b375-fc49d5037897,2904619,,1,
8/31/18 14:12,8/31/18 14:29,IP Address,107.77.198.202,100,1053,TRUE,8/31/18 14:29,R_3qqTiz7poDFY9VL,,,,,33.11610413,-97.01180267,anonymous,EN,No,No,41,Female,Some College,Asian,"$100,000-$109,999",Very healthy,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,7 - Very Negative,3,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,1 - Very Positive,,,,,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,,,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,4,4 - Neutral,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,,,7 - Not At All Aroused,4 - Neutral,3,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,4,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,1 - Very Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,4,4 - Neutral,Qual1827-0726Age,5b89a10b-52d0-405d-bf71-353988561465,2904619,,1,
8/31/18 14:19,8/31/18 14:29,IP Address,24.178.41.166,100,593,TRUE,8/31/18 14:29,R_1diZhTIFebGsn0M,,,,,43.0796051,-89.37580109,anonymous,EN,No,No,23,Female,Master's Degree,White/Caucasian,"$40,000-$49,999",4,2,2 - Moderately Positive,4,4 - Neutral,4,4 - Neutral,6,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,,,5,6 - Moderately Negative,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,4,3 - Slightly Positive,5,3 - Slightly Positive,3,2 - Moderately Positive,,,,,,,7 - Not At All Aroused,5 - Slightly Negative,4,4 - Neutral,4,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,3,3 - Slightly Positive,5,5 - Slightly Negative,5,4 - Neutral,,,5,6 - Moderately Negative,4,4 - Neutral,6,6 - Moderately Negative,,,,,3,2 - Moderately Positive,4,4 - Neutral,,,6,5 - Slightly Negative,6,7 - Very Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,3,2 - Moderately Positive,3,3 - Slightly Positive,4,4 - Neutral,6,5 - Slightly Negative,6,6 - Moderately Negative,4,4 - Neutral,,,5,5 - Slightly Negative,5,5 - Slightly Negative,2,1 - Very Positive,7 - Not At All Aroused,5 - Slightly Negative,3,2 - Moderately Positive,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,4,5 - Slightly Negative,Qual1827-0726Age,5b89a2e5-3397-4fbc-8625-6df0e992b4a9,2904619,,1,
